Localidade,IBGE,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Além Paraíba,3101508,248439,257351,297578,350918,403888,438867,469040,335219,537189,629770,646042,633569,708485
Chapadão do Céu,5205471,124422,179692,212577,236390,287874,203426,132567,211188,263702,462272,682943,622373,711528
São Lourenço da Mata,2613701,154527,185742,230280,238798,252735,262578,286443,310031,368988,438089,523964,611064,711930
Paranaíba,5006309,175641,210659,222890,270737,327639,333606,341651,399584,483795,515719,601016,653653,718226
Ituverava,3524105,238771,257997,312323,346121,399435,385877,394468,434536,442517,515352,567570,657079,718536
União da Vitória,4128203,246123,260023,311473,388867,445801,469721,538459,536228,519599,576199,659523,679960,719127
Codó,2103307,148273,174333,203572,252004,273344,295733,417430,348674,458496,493524,551554,630610,719178
Santa Helena de Goiás,5219308,244622,269490,371042,401011,363721,373770,403217,408453,460431,511963,537908,664112,720749
Macau,2407203,163545,164271,182098,196229,241214,317691,377382,376090,466386,350881,459982,586910,722244
São Félix do Xingu,1507300,122520,149400,197860,219465,220191,251790,291385,345610,357323,374201,528931,659339,724489
Arroio do Meio,4301008,224259,228366,287730,348722,348869,402225,409539,432122,436224,528967,588318,789249,724664
Rio Negrinho,4215000,259719,296516,345950,377664,456582,462457,477812,495364,543067,532689,621316,691698,724698
Parobé,4314050,395221,402985,415953,416322,423234,450579,433747,475978,461854,521389,647013,708963,725494
Valença,2932903,179811,207659,222946,255963,274987,323036,356177,406320,475878,564361,632840,691470,726193
Coruripe,2702306,233478,268593,318055,438855,421426,435550,461017,423793,450239,463485,541955,826685,729741
Camboriú,4203204,115538,133352,148978,187078,208990,246338,283232,322004,392787,445344,568771,672276,730796
Gramado,4309100,189205,219648,246586,281782,320421,358375,390966,441109,464442,506180,629430,684151,731894
Caarapó,5002407,116999,142993,175555,265695,203783,226920,216916,297977,306513,359505,488221,664333,735689
Itapissuma,2607752,215087,269137,318781,388006,356830,362542,405356,420024,494939,486338,484437,506442,739543
Matozinhos,3141108,183932,210697,242167,282890,342154,371556,394146,423594,568777,516379,641137,655837,740006
Embu-Guaçu,3515103,257538,251384,269324,297109,324369,367679,409525,435327,441714,525674,597593,683348,740963
Piedade,3537800,254020,267259,316499,347568,355062,364943,400242,448388,469468,540562,590315,658885,741337
São Mateus do Sul,4125605,231570,232019,288086,320483,363243,365648,412249,465671,551757,551719,594525,635510,742107
Pedreira,3537107,212857,241806,267619,290145,341017,428101,493141,512312,557372,608347,694640,701014,742563
Descalvado,3513702,243218,318584,337195,435282,444198,490723,600146,624605,631696,626650,741336,789070,743521
Costa Rica,5003256,157818,200118,217582,338058,364292,270332,240283,335872,398523,414765,510302,653497,749685
Abaetetuba,1500107,141722,169236,195770,227660,257103,277432,321622,367646,406748,456937,535826,622841,750728
Paraguaçu Paulista,3535507,197245,235553,295918,321633,300642,352660,512171,536773,600654,723993,924100,703559,752346
Piraquara,4119509,159350,168549,211826,266707,291566,349307,318417,362948,389927,478980,538623,646554,754104
Benevides,1501501,53787,125523,132848,144302,163073,218864,325895,482260,517271,524811,599682,621731,754962
Dracena,3514403,216726,239280,273368,303044,331561,367933,415775,460889,497319,575553,647876,709110,759103
Porto Nacional,1718204,116046,164544,207731,218167,283967,289215,314190,346812,443389,486819,669889,749563,759608
Carpina,2604007,195687,213983,228213,241173,272302,309688,311543,350576,383818,437559,582380,662945,760686
Itápolis,3522703,252551,429231,440156,464553,434329,497390,526353,601360,599009,656494,811094,799503,763829
Itapetinga,2916401,167037,207806,243355,270260,310727,343842,379632,479878,599619,710669,833382,774770,764374
Santa Cruz do Capibaribe,2612505,120448,146301,168671,179757,206785,239435,290396,330493,383294,400885,581739,681544,766084
Alta Floresta,5100250,189175,212796,268880,295339,357745,390360,391831,449182,516411,580332,690143,716208,771181
Ipameri,5210109,130955,147541,224530,260330,312757,270401,257275,338919,391410,455071,699732,616037,771495
Piumhi,3151503,156374,177300,197939,220921,290001,329078,358260,382239,386572,487324,601066,846708,772877
Nova Santa Rita,4313375,129412,129949,149916,173669,189521,187580,217834,245523,330787,397507,584133,623794,774607
Novo Horizonte,3533502,209620,254596,328178,385933,353418,456436,724800,587178,675496,781384,939537,874495,777402
Goianésia,5208608,175236,196319,261588,285394,303774,450920,507388,578409,483025,543150,666401,728161,778279
Quatro Barras,4120804,167769,201692,218516,272218,342486,324586,335486,383558,438219,529914,608675,702708,783684
Redenção,1506138,202794,261200,340325,340448,375971,412241,465704,537683,552216,576458,652784,679253,783926
Itapipoca,2306405,191802,227127,254198,283479,344258,334952,402568,406071,495764,530092,624459,736892,784735
Guajará-Mirim,1100106,136125,154043,193888,262667,330751,347526,340745,407909,547283,489996,650329,820548,786514
Conceição das Alagoas,3117306,129714,165437,184844,227109,297235,312832,387634,364180,439373,492233,633551,693969,786863
Fazenda Rio Grande,4107652,153730,188533,229595,291078,349281,370281,405659,420718,426808,482636,620234,700462,788266
Brumado,2904605,170024,194993,234873,275330,339805,365517,368348,382273,422426,491479,633794,680160,789027
Itaituba,1503606,143630,197533,244762,319115,388447,390826,457823,539072,580614,608365,650325,734080,793670
Osório,4313508,213856,228078,253539,293005,350052,387377,441621,477349,516178,621983,745968,734959,793972
Arcos,3104205,179898,202706,236486,278665,336413,353054,372365,401635,461628,495734,609437,750856,794082
Machado,3139003,241777,222120,289035,316752,451845,358299,470869,469116,619651,623754,715993,889059,794491
Rio das Pedras,3544004,152488,241212,376223,447763,484276,564463,759886,695291,802180,929575,914626,999796,797383
Dom Pedrito,4306601,225910,294737,355307,428802,498021,399651,424822,465326,605055,688202,736461,729043,797396
Nova Prata,4313300,273873,297007,373607,427864,572771,634496,676942,676268,665752,702271,770637,776453,800387
Itapema,4208302,148218,169357,173639,213146,250997,288620,327842,361079,438460,496591,627111,712427,802290
Taquara,4321204,252379,281288,305865,331374,374367,415681,433307,474174,511484,570328,741522,745187,804322
Peruíbe,3537602,250805,278769,312616,341293,361097,412292,448320,486723,532813,614441,694870,737566,804888
Juatuba,3136652,247862,289438,319941,355657,427105,501285,494088,628840,635505,764484,881152,823863,805806
São Miguel do Oeste,4217204,222178,232936,287016,357632,410828,435103,462523,492416,615039,593240,624166,704228,807469
Horizontina,4309605,302960,282610,398340,596176,776941,429633,360425,490736,545627,547530,698997,763727,808918
Rolim de Moura,1100288,208769,216758,248762,288102,315131,398569,409572,455312,542876,520172,615912,774912,810559
Sarandi,4126256,197824,210930,248100,303169,357217,384967,380175,447539,511222,567386,709842,736459,814142
Dois Vizinhos,4107207,208240,224626,270842,373499,420063,438761,454069,528559,550090,639507,674061,736981,814576
Petrolândia,2611002,287209,374013,354244,426136,513177,450321,435669,510093,603523,501323,655008,714764,816787
Dois Irmãos,4306403,286409,332312,391556,415826,465141,447633,452372,470343,495264,568300,711490,736187,818417
Iturama,3134400,204553,249482,274983,362492,447757,448639,478778,498418,534190,562372,657532,860305,818913
Igarapava,3520103,174713,218537,261882,270043,394789,488264,394387,447586,488960,544123,606925,682417,819493
Querência,5107065,38909,47257,69622,98774,214787,174883,169841,300610,425644,509789,398719,640766,819704
Maranguape,2307700,202347,224591,257586,281847,384867,466063,532865,578078,646870,640186,752497,801620,823652
Teutônia,4321451,372908,371311,403440,437876,508279,534092,570677,638515,626580,606560,768797,801213,826159
São Manuel,3550100,288378,296535,354880,419782,427909,471460,577513,582760,620360,784373,841373,711785,826462
Estância Velha,4307609,317637,355795,416168,477068,491261,485247,491755,495947,587822,622540,809341,780719,827531
Jacobina,2917508,157793,167969,193775,220539,240534,307105,371961,406499,462591,534094,612145,708285,827875
Ibirubá,4310009,142950,183729,218335,344396,349814,281094,318610,395064,529975,559644,593402,653471,829137
Castilho,3511003,398204,295585,359015,365799,460930,516250,580776,572037,577817,641440,770166,788770,830539
Picos,2208007,182424,197874,213490,229799,315074,374847,438696,454438,503218,578523,699992,747353,831280
Manacapuru,1302504,127465,123683,153462,178150,196090,259915,333988,367190,369342,398175,640545,847132,834748
Barão de Cocais,3105400,155731,148411,173979,207095,303082,378985,420609,406026,478823,486926,1006068,994866,836481
Jambeiro,3524907,184205,74975,144793,260917,227593,269180,317920,416389,622815,741825,706814,888487,838810
Patos,2510808,253855,297177,289524,326104,362664,360873,413282,460790,543033,615623,693081,767921,841290
Garça,3516705,252980,274440,297458,315600,379088,406338,457611,517873,575352,613206,745094,784863,848187
Santa Maria de Jetibá,3204559,129988,134751,131228,200295,210392,295324,330545,370485,426042,526522,566325,662984,852500
Morro Agudo,3531902,279098,304447,434305,434694,445863,465352,647005,553635,537107,644691,716170,840214,853755
Guararapes,3518206,241673,332067,426401,426210,505882,466387,503444,468125,519618,532050,686762,803254,854000
Almirante Tamandaré,4100400,237980,281762,379290,428117,458749,480893,443793,516528,479840,577092,728007,778350,858081
Flores da Cunha,4308201,252512,280812,323624,356352,387773,413198,443087,456712,442542,529591,651436,750275,858552
Cruzeiro do Sul,1200203,198256,223051,261073,292890,345818,393292,427940,489697,593955,684494,835092,832605,859430
Três Pontas,3169406,272484,265459,331708,334991,436216,434867,560126,512183,568365,542737,738070,857748,859793
Taquaritinga,3553708,278214,382923,419389,432140,455545,463453,558367,579162,591073,644841,777111,833595,859799
Lagarto,2803500,249211,283774,324889,390710,399063,402170,464242,527089,575189,631592,700177,767865,865259
Espírito Santo do Pinhal,3515186,292014,293648,352163,370845,390166,465348,443752,536267,593981,670836,760846,812542,870462
Goiana,2606200,251683,311887,355840,350184,375035,398791,442715,456373,560649,611275,738736,792117,872238
São Gabriel do Oeste,5007695,224535,267940,313842,440585,433778,338087,328716,444640,498068,596837,623349,709863,872614
Irati,4110706,212529,221874,289423,368998,403022,418308,465965,539533,641313,682578,714444,795446,875441
Veranópolis,4322806,200496,207433,267236,315484,357887,378041,389614,429437,508562,654325,705980,789240,876497
Alto Taquari,5100607,86464,101374,158676,357930,466371,502335,422166,499680,557768,507518,536610,751954,878109
Niquelândia,5214606,235561,248835,321866,404651,475615,545305,679126,841892,748776,689126,749596,809734,880561
Iguatu,2305506,225522,251862,272960,308738,364614,387761,447737,467469,539250,599955,773417,874987,881128
José Bonifácio,3525706,185719,224335,277850,349461,334529,377257,425853,481060,562916,741773,995958,802924,882183
São Miguel dos Campos,2708600,266715,290461,326138,422479,409314,448214,503690,545333,589436,524310,609404,863380,884362
Bertioga,3506359,214821,230764,252650,304583,337384,392265,443052,474114,542287,665943,754557,797418,885589
Três Marias,3169356,285789,280303,384853,502669,646718,733713,992353,993271,801601,886587,976888,1004291,885616
Bayeux,2501807,237335,262479,287975,340360,354434,361595,444458,498121,535716,605482,701643,836194,886137
Marituba,1504422,101310,146499,198845,226910,287692,303285,320109,427647,469999,520842,634520,731436,887599
Lagoa da Prata,3137205,187673,236904,269325,332636,375806,415979,515431,545796,585161,660560,823785,849537,889590
Cornélio Procópio,4106407,313582,324342,395003,487200,515965,514453,541745,595390,608431,699008,790370,832628,891290
Caxias,2103000,225027,244777,309608,386985,444096,544712,680790,753304,738409,826196,785957,818792,892106
Estrela d'Oeste,3515202,90836,114300,179630,261909,331350,281609,407133,547502,429483,428025,507591,708565,892595
Viçosa,3171303,211551,242373,276826,327498,370636,418586,456331,510633,563940,604455,692429,809720,895426
João Pinheiro,3136306,148029,169474,209010,251904,282686,336045,363366,422542,526750,518038,705860,910236,898804
Fronteira,3127008,352061,231192,354099,522932,659022,723437,786830,832722,826603,771569,788127,967143,901018
Águas Lindas de Goiás,5200258,164372,184720,209377,256334,295992,334997,367815,399330,457414,548762,676645,810758,901352
Medianeira,4115804,233995,250152,287649,390830,405628,419762,464768,523537,575523,637871,741091,839212,906413
Curvelo,3120904,228631,249672,279958,325532,394995,418317,452620,501888,621295,667946,767979,854406,908374
Carapebus,3300936,178348,168795,195228,228680,282681,336293,415130,380991,462194,859986,586433,796448,908814
Chapadão do Sul,5002951,238746,253574,285254,411802,405740,317769,314824,449994,520322,618549,682297,812595,909853
Carambeí,4104659,279679,328006,411001,494453,540754,562516,571621,670567,745651,860176,791829,853703,910641
Campos Novos,4203600,239354,277990,312426,395844,381015,403852,412321,524674,612111,793417,810282,910132,912615
Santa Rita do Sapucaí,3159605,241051,255478,310215,342436,501000,496753,548460,563243,609681,602404,810672,884302,918235
Itaqui,4310603,294165,318000,385379,481241,543054,485981,540804,526988,664781,789766,840423,833258,919548
Serra Talhada,2613909,156448,177379,215435,234226,259930,309995,362533,433131,498564,551430,714714,821021,921058
Campos de Júlio,5102686,113593,134746,187397,299303,480878,372765,348060,444036,656648,624711,395403,652332,921547
Igrejinha,4310108,242711,292307,296883,306793,378331,437817,457067,489819,589460,708864,855093,867495,923545
Lapa,4113205,225865,256211,278603,432433,447612,442885,473483,569685,652016,594098,779394,885924,925270
Camaragibe,2603454,241227,255801,321108,335910,361763,422464,459243,491971,552972,624063,759023,838160,931590
